path,trans,duration,note
voice/3040001000_s1_birthday0,Happy Birthday！,1,生日
voice/3040001000_s1_birthday1,生日快乐。,2,
voice/3040001000_s1_birthday5,Happy Birthday！。\n愿你的未来充满幸福！,6,
voice/3040001000_s1_halloween0,不给糖就捣蛋。,2,万圣
voice/3040001000_s1_halloween1,万圣节快乐！,2,
voice/3040001000_s1_halloween7,不给糖就捣蛋？你已经对我恶作剧过了，不要因为拿不到糖果闹别扭啊。自作自受。,12,
voice/3040001000_s1_christmas0,圣诞快乐！,2,圣诞
voice/3040001000_s1_christmas7,圣诞快乐！\n今天我就来给团长讲讲跟平安夜有关的故事吧。,8,
voice/3040001000_s1_newyear0,Happy New Year！,2,新年
voice/3040001000_s1_newyear4a,恭贺新年！\n新年一开始就跟团长讨论兵法也不错啊。,10,
voice/3040001000_s1_valentin0,情人节快乐！,2,情人节
voice/3040001000_s1_valentine5,情人节快乐！\n嗯？你问这本书？是巧克力糖果的制作配方集，有什么问题吗？,9,
