id,trans
filename,主线剧情第132章第3节第一幕
translator,雨降星
info,scene_cp132_q3_s10
61,大家对露莉亚的话表示赞同，保持着警惕，\n急忙向港口跑去。
60,快，快点吧！\n我很担心欧根先生他们！
59,……！
58,刚才的声音……\n是从港口那边传来的！？
57,喂喂喂！\n 刚才是怎么回事！
54,是的，目标已经定好了，\n我们先——
53,从港口离开这个岛后，\n我们该去哪里？
52,然后呢？\n你刚才说有个计划来着。
49,雷荷斯的表情明朗起来，再次领起队伍，\n开始向港口走去。
48,谢谢……！\n要是有什么我们可以做的，\n立刻联系我们就好。
47,也有形势所迫的因素……\n我们这边也很需要你们的帮助。
46,说到底，我们也早就跟伊斯塔拜恩王国\n撕破脸了……
45,有赞克汀泽一事在先，\n我们也不可能跟真王和谐相处啊。
44,没错！\n不用这么担心，放松点。
42,能在奥莱·格兰德找到同盟，\n也正合我们的心意。
41,我也不能赞同真王的做法。
40-sel2_txt,抬起头来
40-sel1_txt,交给我吧
40,我们无论如何都想得到你们的帮助。\n所以……！
39,当然，只要是我们能做的，我们都会去做。
38,拜托……拜托了。\n你们能帮我从真王手中夺回天空吗……？
37,雷荷斯停了下来，\n为自己的无能咬牙切齿，\n对着姬塔他们深鞠一躬。
36,所以，要想摧毁真王的统治，\n就得想办法解决星晶兽。
35,真王凭借星晶兽的力量，\n为国家建设打下基础。
34,确实……和岛屿结约的星晶兽，\n会对岛屿产生影响……
33,星晶兽……
32,星晶兽啊。\n真王甚至完全控制了与岛屿结约的\n星晶兽。
31,那是……
30,但是在我们面前，\n有一道无法逾越的墙壁。
29,所以我在想，能不能找到来自真王直接统治的\n岛屿之外的盟友……
28,要对抗真王，\n最重要的是结交一个强有力的盟友。
27,是的……所以我们有个计划，\n那就是逐渐解放除了这里之外的岛屿。
26,姬塔把昨晚从阿莉亚那里得知的情况\n告诉了大家。
25,姬塔你们知道伊斯塔拜恩王国是个什么样\n的国家吗？
24,最终会发展到这一步……吧。
23,你是说，一起打败真王这件事吗？
22,我们需要你们的帮助。
21,那么，接下来该切入主题了……
20,得意洋洋的雷荷斯突然改变了表情，\n一脸严肃地继续说下去。
19,只要能掌握对方的行踪，偷偷溜进去安个炸弹\n也不是什么大不了的事。
18,我们的老大能知晓未来发生的事情……\n也就是拥有预知能力。
17,我不认为那座宫殿的安保很薄弱……
16,但是，你们是怎样做到刚才的事的？
15,哈哈……！\n不过，你们看起来已经是相当成熟的\n叛军了啊。
14,不过，这样光明正大的行动还是头一回。
13,我们的老大召集了这些人，\n成立了一个组织来对抗真王。\n这就是苍蓝解放战线。
12,但不是每个人都认同这一点。
11,真王确实是个了不起的国王，\n伊斯塔拜恩王国，\n也是一个确保幸福平等的国度。
10,雷荷斯骄傲地指着他身上的蓝色围巾。
9,我们是“苍蓝解放战线”……\n嗯，简单来说，就是反抗运动。
8,所以呢？ \n你们到底是什么人？
7,当然，我们也明白这点，\n所以我们的人已经在港口部署了。
6,如果我们不快点，\n港口就会被完全封锁是吗。
5,是吗……\n伊斯塔拜恩王国军队有配备通讯器。
4,别停下脚步。\n我会一直带你们逃到港口的。
3,也是时候告诉我们你们的真实身份了吧？
2,噢。很感谢你救了我们……
1,在雷荷斯的带领下，\n姬塔一行逃离了宫殿，\n在毫无生气的街道上匆忙奔跑着。
0-synopsis,姬塔一行在雷荷斯的带领下逃离宫殿。在沿着街道向停泊着格兰赛法的港口奔去的途中，他们询问了雷荷斯的真实身份。雷荷斯透露，“蓝色解放阵线”是抵抗真王统治的抵抗组织，并请求姬塔一行的协助。姬塔一行欣然接受了这个提议，正要商量下一个目的地时，突然从港口传来一阵轰鸣和震动。
0-chapter_name,第132章 抗拒幸福之人
