id,name,text,trans
0-synopsis,,父親の残した手紙に導かれ、空の果てへと旅立とうとする少年。しかし、時を同じくして村には戦艦が現れ、謎の少女が助けを求めてくる。,少年在父亲留言的指引下，决定踏上前往天际的旅途。但与此同时，村里出现了一艘战舰，一位神秘少女向他寻求帮助。
1-synopsis,,父親の残した手紙に導かれ、空の果てへと旅立とうとする少女。しかし、時を同じくして村には戦艦が現れ、謎の少女が助けを求めてくる。,少女在父亲留言的指引下，决定踏上前往天际的旅途。但与此同时，村里出现了一艘战舰，一位神秘少女向他寻求帮助。
2,,<span class='scene-font-katari'>――神に見捨てられたその世界には、</span><br><span class='scene-font-katari'>一つの竜の姿があった。</span>,<span class='scene-font-katari'>——在被神遗弃的世界里，</span><br><span class='scene-font-katari'>有一条龙的身影。</span>
3,,<span class='scene-font-katari'>破壊による創造を司る竜、バハムートは</span><br><span class='scene-font-katari'>己が使命に従い、残された世界を</span><br><span class='scene-font-katari'>より芳醇なものへと進化させた。</span>,<span class='scene-font-katari'>其名巴哈姆特，司掌由破灭带来的创造。它贯彻自己的使命，使被抛弃的世界变得更为芳醇。</span>
5,,<span class='scene-font-katari'>しかしそこへ、侵略者が現れる。</span><br><span class='scene-font-katari'>空の果て、彼方の世界より現れた彼らは、</span><br><span class='scene-font-spword'>星の民</span><span class='scene-font-katari'>と呼ばれた。</span>,<span class='scene-font-katari'>然而，侵略者出现了。从远在天边的他界而来，他们被称为星之民。</span>
6,,<span class='scene-font-spword'>星の民</span><span class='scene-font-katari'>は星の獣、星晶獣を使い、</span><br><span class='scene-font-katari'>瞬く間に世界を手中に収め、</span><br><span class='scene-font-katari'>空は長らく星のものとなった。</span>,<span class='scene-font-spword'>星之民</span><span class='scene-font-katari'>使用星晶兽，眨眼间征服了世界，长久以来将天空占为己有。</span>
7,,<span class='scene-font-katari'>しかし、空の民は学び、</span><br><span class='scene-font-katari'>やがて驕る星より世界を取り戻す。</span><br><span class='scene-font-katari'>後にその争いは覇空戦争と呼ばれた――</span>,<span class='scene-font-katari'>然而，空之民亦在成长，终于从傲慢的星之民手中夺回了世界。日后，人们称之为霸空战争。</span>
14,,<span class='scene-font-katari'>ここは、未完の大地が雲海を漂う</span><br><span class='scene-font-katari'>神に見捨てられし「空の世界」。</span>,<span class='scene-font-katari'>此处，未完成的大地浮荡于云海。遭神遗弃的“天空世界”。</span>
18,,<span class='scene-font-katari'>いま始まる</span><br><span class='scene-font-katari'>空と星を巡る新たな物語。</span><br><span class='scene-font-katari'>遥かなる旅路、その門出に祝福を――</span>,<span class='scene-font-katari'>现在，空与星的故事开启新的篇章。前路漫漫，当为其启程献上祝福——</span>
24,ビィ/碧,――なぁなぁ。<br>オマエ、本当に<br>村を出るつもりなのかぁ？,——我说我说。你真的打算离开村子？
25,ビィ/碧,いくら親父さんの手紙にあったからって<br>空の果てなんて、<br>そんな場所、辿りつけるわけ……,就算是你父亲留下的信提到了天空的彼方，可那种地方怎么到得了……
25-sel1_txt,,<span class='scene-font-katari'>きっと辿りつける</span>,<span class='scene-font-katari'>肯定能抵达</span>
25-sel2_txt,,<span class='scene-font-katari'>ちゃんと計画がある</span>,<span class='scene-font-katari'>我有计划</span>
26,ビィ/碧,ああ……<span class='scene-font-spword'>完全なる空図</span>か？<br>あの何百年も前に、<br><span class='scene-font-spword'>星の民</span>が記したっていう……,啊……你说<span class='scene-font-spword'>完整的空图</span>？据说是几百年前<br><span class='scene-font-spword'>星之民</span>绘制的那个……
27,ビィ/碧,そりゃあ、それがあれば、どこだって<br>行けるかもしれねーけどよぉ。<br>あんなもの、おとぎ話だぜ？,要是真有那东西，肯定哪儿都能去啦。可那不只是个传说吗？
28,ビィ/碧,ま、言い出したら聞かないしなぁ。<br>こんな村でひっそり暮らしてるよりかは<br>全然面白そうだけどさ！　へへ。,不过，你既然都提出来了，肯定不听劝了。比起生活在这小村子里，肯定是那样有趣呀！嘿嘿。
30,ビィ/碧,ん……？<br>ま、待てまてまて！<br>なんだよ、ありゃあ！？,嗯……？喂、等一下，等一下！那，那是什么！？
32,ビィ/碧,ありゃあ……どっかの国の戦艦か！？<br>なんだってこんなド田舎に！,那东西……是别国的战舰吗！？怎么在咱这个荒僻的小村子里！
