id,name,detail
npc,齐格飞,3040025000
special,漆黑之牙,土属性伤害(特大)/对处于Break的敌方单体进行技能追击造成土属性伤害
special++,漆黑之牙,土属性伤害(特大)/对敌方单体进行技能追击造成土属性伤害
skill-1,剑刃,对敌方单体造成土属性伤害/自身获得水属性伤害减免(20%)
skill-1++,剑刃,<div class=prt-text-small>对敌方单体造成土属性伤害/我方全体获得水属性伤害减免(20%)/受到的伤害转为水属性</div>
skill-2,计谋,自身获得逆境效果(HP越少攻击力越高)<br><span class=text-blue>◆消耗自身当前HP的50%
skill-2++,计谋,<div class=prt-text-small>自身获得逆境效果(HP越少攻击力越高)/伤害上限UP/连续攻击率UP/格挡效果/不死身效果(1次)<br><span class=text-blue>◆消耗自身当前HP的50%</div></span>
skill-3,狂化,敌方单体获得CT清空/自身获得奥义值UP(100%)<br><span class=text-blue>◆无法再次使用</span>
support-1,邪龙的返血,自身获得受到伤害时的奥义值上升量UP/HP越少防御力越高
support-2,龙之血,自身获得受到的单次水属性伤害最大值锁定为10000/弱化效果缩短2回合
skill-lb,LB技能,自身获得水属性伤害减轻
intro,屠龙的骑士,曾经拯救了国难的英雄，如今陷入了谋略的漩涡。被污蔑为大逆之人的他，为了完成与先王的约定，作为救国的忠骑士开始行动。
